,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
1179,2016 Honda Jazz 1.2 V i VTEC,Feb-16,Comprehensive,Petrol,5,33364,First Owner,Manual,2016,18.7,1199,1199,887,4.79
1180,2016 Hyundai Grand i10 Sportz,May-16,Comprehensive,Petrol,5,64784,First Owner,Manual,2016,18.9,1197,1197,82,4.26
1181,2014 Mercedes-Benz E-Class E 200 CGI,Nov-14,Comprehensive,Petrol,5,59000,First Owner,Automatic,2014,12,1991,1991,184,19.9
1182,2014 Hyundai i10 Magna 1.1L,Nov-14,Third Party,Petrol,5,29584,First Owner,Manual,2014,1086,6805,6805,9904,3.7
1183,2013 Nissan Sunny Petrol Special Edition,2013,Third Party insurance,Petrol,5,80000,Third Owner,Manual,2013,16.95,1498,1498,977,3
1184,2011 Honda City 1.5 S MT,Apr-11,Third Party,Petrol,5,87217,First Owner,Manual,2011,17,1497,1497,1186600,3.73
1185,2017 Tata Tiago 1.2 Revotron XT,Feb-18,Third Party,Petrol,5,77482,Second Owner,Manual,2017,23.84,1199,1199,84,3.99
1186,2018 Honda Jazz 1.2 V AT i VTEC,Oct-18,Comprehensive,Petrol,5,60000,First Owner,Automatic,2018,19,1199,1199,887,6.25
1187,2020 Tata Tiago XZ,Nov-20,Third Party insurance,Petrol,5,34312,First Owner,Manual,2020,20.09,1199,1199,8482,5.57
1188,2021 Tata Tiago XZA Plus AMT BSVI,Aug-21,Third Party,Petrol,5,53000,First Owner,Automatic,2021,19,1199,1199,8482,6.5
1189,2017 Honda Amaze VX CVT i-VTEC,Oct-17,Comprehensive,Petrol,5,45000,First Owner,Automatic,2017,18.1,1199,1199,887,5.75
1190,2019 Honda Amaze VX i-VTEC,Oct-19,Comprehensive,Petrol,5,23000,First Owner,Manual,2019,17.8,1198,1198,867,6.9
1191,2015 Maruti Swift Dzire VXI 1.2,Nov-15,Comprehensive,Petrol,5,80001,First Owner,Manual,2015,21.21,1197,1197,8180,4.9
1192,2015 Maruti Swift Dzire VDI,Nov-15,Comprehensive,Diesel,5,62000,First Owner,Manual,2015,28.4,1248,1248,7402,5.5
1193,2020 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,Jul-20,Third Party insurance,Petrol,5,57000,First Owner,Automatic,2020,14.8,1497,1497,12136,8.5
1194,2015 Honda Brio S MT,Dec-15,Comprehensive,Petrol,5,21000,First Owner,Manual,2015,19.4,1198,1198,868,3.9
1195,2013 Maruti Swift VXI,May-13,Third Party,Petrol,5,43415,First Owner,Manual,2013,22.38,1197,1197,8850,4.08
1196,2017 Hyundai i20 Asta Option 1.4 CRDi,Jul-17,Third Party,Diesel,5,24412,First Owner,Manual,2017,22.54,1396,1396,8873,7.58
1197,2021 Kia Carnival Premium,Sep-21,Zero Dep,Diesel,7,45000,First Owner,Automatic,2021,14.11,2199,2199,1972,25.9
1198,2015 Hyundai Grand i10 Magna,Mar-15,Third Party,Petrol,5,24020,First Owner,Manual,2015,1197,82,82,114,4.8
1199,2018 Maruti Swift Dzire VXI 1.2,Dec-18,Third Party insurance,Petrol,5,70251,Second Owner,Manual,2018,21.21,1197,1197,8180,5.33
1200,2018 Honda City VX CVT,Jul-18,Comprehensive,Petrol,5,44000,First Owner,Automatic,2018,18.4,1498,1498,11935,9.9
1201,2021 Maruti Alto 800 LXI S-CNG,Apr-21,Comprehensive,CNG,4,86212,First Owner,Manual,2021,796,4036,4036,60,4.2
1202,2018 Hyundai Verna VTVT 1.6 AT SX Option,Dec-18,Third Party insurance,Petrol,5,64000,First Owner,Automatic,2018,17,1591,1591,1213,9.5
1203,2015 Hyundai Grand i10 Magna,Jul-15,Third Party insurance,Petrol,5,39458,First Owner,Manual,2015,1197,82,82,114,4.65
1204,2012 Maruti Swift VDI,May-13,Third Party insurance,Diesel,5,70598,First Owner,Manual,2012,22.9,1248,1248,74,3.56
1205,2017 Honda Amaze S Option i-VTEC,Oct-17,Comprehensive,Petrol,5,94000,First Owner,Manual,2017,17.8,1198,1198,867,4.75
1206,2016 Hyundai Grand i10 Magna,Aug-16,Third Party insurance,Petrol,5,48325,First Owner,Manual,2016,1197,82,82,114,4.3
1207,2016 Toyota Corolla Altis VL AT,Nov-16,Comprehensive,Petrol,5,66000,Second Owner,Automatic,2016,14.28,1798,1798,13803,6.5
1208,2015 Honda City i DTEC V,Nov-15,Comprehensive,Diesel,5,86001,First Owner,Manual,2015,26,1498,1498,986,5.75
1209,2014 Toyota Corolla Altis G AT,Nov-14,Comprehensive,Petrol,5,62000,First Owner,Automatic,2014,14.28,1798,1798,13803,6.9
1210,2016 Hyundai Verna 1.4 VTVT,Nov-16,Comprehensive,Petrol,5,50000,First Owner,Manual,2016,17.43,1396,1396,1055,6.25
1211,2016 Hyundai Creta 1.6 SX Diesel,Oct-16,Comprehensive,Diesel,5,79000,First Owner,Manual,2016,20.5,1582,1582,1262,9.25
1212,2017 Maruti Swift Dzire AMT ZDI Plus,Nov-17,Comprehensive,Diesel,5,74002,First Owner,Automatic,2017,28.4,1248,1248,7402,6.75
1213,2014 Mercedes-Benz S-Class S 500 L,Nov-14,Comprehensive,Petrol,5,74000,First Owner,Automatic,2014,7.81,5461,5461,3629,52.9
1214,2015 Hyundai Verna 1.6 CRDi S Option,Oct-15,Third Party,Diesel,5,65000,Second Owner,Manual,2015,23.9,1582,1582,12632,5.9
1215,2021 Hyundai i20 Asta Opt BSVI,Oct-21,Comprehensive,Petrol,5,39718,Second Owner,Manual,2021,21,1197,1197,8180,7.58
1216,2016 Hyundai Grand i10 Magna,Jan-17,Third Party,Petrol,5,67529,First Owner,Manual,2016,1197,82,82,114,4.5
1217,2016 Audi Q7 45 TDI Quattro Technology,2016,Third Party insurance,Diesel,7,110000,Second Owner,Automatic,2016,14.75,2967,2967,245,40
1218,2017 Maruti Baleno 1.2 Delta,Oct-17,Third Party insurance,Petrol,5,88281,First Owner,Manual,2017,21.4,1197,1197,831,5.01
1219,2016 Hyundai Grand i10 Magna,May-16,Third Party,Petrol,5,64160,Second Owner,Manual,2016,1197,82,82,114,4.12
1220,2018 Hyundai Tucson 2.0 e-VGT 4WD AT GLS,Oct-18,Comprehensive,Diesel,5,88000,First Owner,Automatic,2018,16.38,1995,1995,18246,15.5
1221,2017 Maruti Swift VXI,Jun-17,Zero Dep,Petrol,5,77253,First Owner,Manual,2017,22.38,1197,1197,8850,4.91
1222,2013 Audi A4 2.0 TDI,Oct-13,Comprehensive,Diesel,5,72000,First Owner,Automatic,2013,16.55,1968,1968,14751,11.9
1223,2012 Honda City S,Dec-12,Comprehensive,Petrol,5,102614,First Owner,Manual,2012,16.8,1497,1497,1164,4.01
1224,2017 Honda City i VTEC SV,Oct-17,Comprehensive,Petrol,5,78911,Second Owner,Manual,2017,17.8,1497,1497,1173,6.37
1225,2015 BMW X5 xDrive 30d,Aug-15,Comprehensive,Diesel,5,99000,First Owner,Automatic,2015,15.3,2993,2993,258,28.9
1226,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,May-17,Third Party,Petrol,5,47975,Second Owner,Manual,2017,18.9,1197,1197,8186,4.96
1227,2018 Mercedes-Benz C-Class C 220d Avantgarde Edition C,Oct-18,Comprehensive,Diesel,5,56000,First Owner,Automatic,2018,19.27,2143,2143,16762,29.5
1228,2014 Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,Third Party insurance,Diesel,7,121000,First Owner,Automatic,2014,11.3,2987,2987,2548,35
1229,2015 Mercedes-Benz M-Class ML 250 CDI,Mar-15,Comprehensive,Diesel,5,78000,First Owner,Automatic,2015,15.26,2143,2143,2032,23.9
1230,2015 BMW X6 xDrive 40d M Sport,Jun-15,Comprehensive,Diesel,5,75000,Second Owner,Automatic,2015,15.87,2993,2993,30843,32.9
1231,2020 Land Rover Range Rover Evoque 2.0 R-Dynamic SE diesel 2020-2021,Oct-20,Comprehensive,Diesel,5,44000,First Owner,Automatic,2020,1999,2454,2454,430,53.5
1232,2019 Maruti Celerio ZXI AMT BSIV,Mar-19,Comprehensive,Petrol,5,42000,First Owner,Automatic,2019,23.1,998,998,6704,4.5
1233,2017 Maruti Ciaz 1.3 Alpha,2017,Third Party insurance,Diesel,5,32141,1248 cc,2017,Power Steering,1248,885,885,200,6
1234,2018 Maruti Baleno 1.2 CVT Alpha,2018,Third Party insurance,Petrol,5,60000,Third Owner,Automatic,2018,21.4,1197,1197,831,5.1
1235,2015 Hyundai Grand i10 Magna,Aug-15,Third Party insurance,Petrol,5,64657,First Owner,Manual,2015,1197,82,82,114,4.02
1236,2018 Honda Jazz 1.2 V AT i VTEC,May-18,Comprehensive,Petrol,5,100657,First Owner,Automatic,2018,19,1199,1199,887,5.67
1237,2018 Hyundai Creta 1.6 VTVT AT SX Plus,Jun-18,Comprehensive,Petrol,5,32000,First Owner,Automatic,2018,13,1591,1591,1213,10.9
1238,2012 Honda Brio S MT,Sep-12,Third Party,Petrol,5,50570,First Owner,Manual,2012,19.4,1198,1198,868,2.8
1239,2016 Hyundai Grand i10 Asta,Mar-16,Third Party,Petrol,5,42392,First Owner,Manual,2016,18.9,1197,1197,82,5.13
1240,2014 Ford Ecosport 1.5 DV5 MT Titanium,Aug-14,Third Party insurance,Diesel,5,78000,Second Owner,Manual,2014,22.7,1498,1498,8984,3.75
1241,2015 Hyundai Grand i10 Magna,Mar-16,Third Party,Petrol,5,62155,First Owner,Manual,2015,1197,82,82,114,4.19
1242,2007 Maruti SX4 Vxi BSIII,2007,Third Party insurance,Petrol,5,100000,Second Owner,Manual,2007,15,1586,1586,10468,1.55
1243,2016 Hyundai i20 Asta Option 1.4 CRDi,Mar-16,Comprehensive,Diesel,5,94822,Third Owner,Manual,2016,22.54,1396,1396,8873,5.43
1244,2016 Hyundai EON Era Plus,Dec-16,Third Party insurance,Petrol,5,59422,First Owner,Manual,2016,814,552,552,745,2.91
1245,2020 Kia Seltos HTX IVT,Oct-20,Comprehensive,Petrol,5,82000,First Owner,Automatic,2020,1497,11343,11343,144,13.9
1246,2017 Hyundai Verna VTVT 1.6 AT SX Option,Feb-18,Third Party,Petrol,5,70727,Second Owner,Automatic,2017,17,1591,1591,1213,9.12
1247,2020 Kia Seltos HTX IVT,Oct-20,Comprehensive,Petrol,5,79000,First Owner,Automatic,2020,1497,11343,11343,144,12.9
1248,2014 Renault Duster 110PS Diesel RxL,2014,Third Party insurance,Diesel,5,120000,Second Owner,Manual,2014,19.01,1461,1461,10845,3.45
1249,2012 Renault Scala Diesel RxZ,2012,Third Party insurance,Diesel,5,120000,First Owner,Manual,2012,21.64,1461,1461,848,2.25
1250,2013 Hyundai Elantra CRDi Base,2013,Third Party insurance,Diesel,5,120000,Third Owner,Manual,2013,22.7,1582,1582,12624,4
1251,2016 Mahindra TUV 300 T8 AMT,Nov-16,Comprehensive,Diesel,7,70000,First Owner,Automatic,2016,18.49,1493,1493,100,6.15
1252,2017 BMW X1 sDrive20d Expedition,Aug-17,Comprehensive,Diesel,5,61000,First Owner,Automatic,2017,20.68,1995,1995,188,19.75
1253,2014 Honda Amaze EX i-Vtech,Nov-14,Comprehensive,Petrol,5,92000,First Owner,Manual,2014,18,1198,1198,867,3.6
1254,2016 Honda BR-V i-VTEC S MT,Jan-16,Third Party insurance,Petrol,7,58857,First Owner,Manual,2016,15.4,1497,1497,1173,6.5
1255,2016 Maruti Wagon R VXI BS IV,Jun-16,Comprehensive,Petrol,5,68237,First Owner,Manual,2016,20.51,998,998,6704,3.89
1256,2021 Maruti Baleno Zeta,Jul-21,Zero Dep,Petrol,5,31237,First Owner,Manual,2021,21.01,1197,1197,8180,7.27
1257,2017 Hyundai Xcent 1.2 VTVT E Plus,Dec-17,Third Party insurance,Petrol,5,45000,First Owner,Manual,2017,20.14,1197,1197,8186,4.95
1258,2012 Maruti Swift VDI,Jun-12,Third Party,Diesel,5,93027,First Owner,Manual,2012,22.9,1248,1248,74,3.71
1259,2014 Maruti Swift Dzire VDI,Jun-14,Third Party,Diesel,5,122688,Second Owner,Manual,2014,23.4,1248,1248,74,4.22
1260,2020 Honda Amaze S i-DTEC,Nov-20,Comprehensive,Diesel,5,53000,First Owner,Manual,2020,25.8,1498,1498,986,6.75
1261,2019 Maruti Celerio X ZXI,Mar-19,Zero Dep,Petrol,5,60464,First Owner,Manual,2019,21.63,998,998,6705,4.6
1262,2023 Nissan Magnite XV Premium,2023,Third Party insurance,Petrol,5,10000,999 cc,2023,Power Steering,999,7102,7102,96,8.5
1263,2014 Honda City i VTEC SV,Apr-14,Third Party,Petrol,5,40171,First Owner,Manual,2014,17.4,1497,1497,1173,5.17
1264,2018 Honda Amaze S i-VTEC,Feb-19,Third Party,Petrol,5,122223,First Owner,Manual,2018,17.8,1198,1198,867,5.8
1265,2010 Hyundai i10 Magna 1.1,Aug-10,Third Party insurance,Petrol,5,44000,First Owner,Manual,2010,1086,6805,6805,9904,2.4
1266,2015 Hyundai Grand i10 AT Asta,Nov-15,Third Party,Petrol,5,77299,Second Owner,Automatic,2015,18.9,1197,1197,82,4.79
1267,2019 Tata Harrier XT Plus,Oct-19,Comprehensive,Diesel,5,39000,First Owner,Manual,2019,16.35,1956,1956,16767,13.95
1268,2018 Jeep Compass 2.0 Limited,2018,Third Party insurance,Diesel,5,120000,Second Owner,Manual,2018,17.1,1956,1956,170,11
1269,2022 MG Astor Sharp EX BSVI,Sep-22,Zero Dep,Petrol,5,29000,First Owner,Manual,2022,15.43,1498,1498,10849,12.9
1270,2017 Honda Jazz 1.2 S i VTEC,Jun-17,Comprehensive,Petrol,5,60000,First Owner,Manual,2017,18.7,1199,1199,887,4.75
1271,2017 Hyundai i20 1.4 Asta,Nov-17,Comprehensive,Diesel,5,80000,First Owner,Manual,2017,22.54,1396,1396,8873,6.9
1272,2015 Ford Ecosport 1.5 Diesel Titanium,Oct-15,Comprehensive,Diesel,5,78000,First Owner,Manual,2015,21.7,1498,1498,9896,5.5
1273,2016 Honda Amaze S Diesel,Feb-16,Comprehensive,Diesel,5,58000,First Owner,Manual,2016,24.7,1498,1498,9789,5.5
1274,2015 Hyundai Grand i10 CRDi Magna,Nov-15,Third Party insurance,Diesel,5,67000,First Owner,Manual,2015,1120,70,70,160,4.25
1275,2014 Maruti Swift LXI,May-14,Comprehensive,Petrol,5,44019,Second Owner,Manual,2014,18.6,1197,1197,858,3.15
1276,2021 Maruti Celerio ZXI Plus BSVI,Dec-21,Comprehensive,Petrol,5,11962,First Owner,Manual,2021,24.97,998,998,6571,5.69
1277,2009 Maruti Alto 800 LXi,May-09,Comprehensive,Petrol,5,44002,Third Owner,Manual,2009,19.7,796,796,463,95000
1278,2020 Maruti Alto 800 VXI BSVI,Oct-20,Comprehensive,Petrol,5,13066,First Owner,Manual,2020,22.05,796,796,4733,3.69
1279,2016 Hyundai Grand i10 Sportz,Oct-16,Comprehensive,Petrol,5,36015,First Owner,Manual,2016,18.9,1197,1197,82,3.61
1280,2021 Hyundai i20 Sportz IVT BSVI,Nov-21,Third Party insurance,Petrol,5,14000,Second Owner,Automatic,2021,19.65,1197,1197,8676,6.99
1281,2020 Maruti Wagon R CNG LXI,Nov-20,Comprehensive,CNG,5,11880,First Owner,Manual,2020,998,5833,5833,78,4.74
1282,2009 Hyundai i10 Era,Jan-09,Comprehensive,Petrol,5,35000,Second Owner,Manual,2009,1086,6805,6805,9904,2.25
1283,2015 Maruti Ertiga LDI,Feb-15,Comprehensive,Diesel,7,65018,First Owner,Manual,2015,1248,8850,8850,200,4.75
1284,2020 Maruti Alto 800 VXI BSVI,Nov-20,Comprehensive,Petrol,5,28061,First Owner,Manual,2020,22.05,796,796,4733,3.43
1285,2019 Renault Duster RXS Option CVT BSIV,Dec-19,Third Party insurance,Petrol,5,40300,First Owner,Automatic,2019,13.9,1498,1498,105,6.5
1286,2019 Maruti Alto K10 VXI,May-19,Comprehensive,Petrol,5,58231,First Owner,Manual,2019,23.95,998,998,6705,3.32
1287,2017 Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017,Third Party insurance,Petrol,5,70000,1197 cc,2017,Power Steering,1197,8186,8186,11375,4
1288,2021 Hyundai i20 Asta Opt Turbo DCT BSVI,Jul-21,Third Party insurance,Petrol,5,13000,First Owner,Automatic,2021,20.28,998,998,11841,8.9
1289,2020 Maruti Alto 800 VXI BSVI,Dec-20,Comprehensive,Petrol,5,32997,First Owner,Manual,2020,22.05,796,796,4733,3.39
1290,2015 Honda Jazz 1.2 VX i VTEC,Aug-15,Comprehensive,Petrol,5,41203,First Owner,Manual,2015,18.7,1199,1199,887,3.99
1291,2015 Volkswagen Vento 1.5 TDI Highline,2015,Third Party insurance,Diesel,5,90000,1498 cc,2015,Power Steering,1498,1032,1032,250,3.5
1292,2019 Ford Aspire Titanium Plus BSIV,Jul-19,Comprehensive,Petrol,5,6818,First Owner,Manual,2019,19.4,1194,1194,9493,5.4
1293,2016 Honda City i DTec SV,Jan-16,Comprehensive,Diesel,5,44000,First Owner,Manual,2016,26,1498,1498,986,5.5
1294,2019 Honda City i-DTEC ZX,Mar-19,Third Party insurance,Diesel,5,29200,First Owner,Manual,2019,25.6,1498,1498,979,8.75
1295,2011 Hyundai i10 Magna 1.1L,Apr-11,Comprehensive,Petrol,5,16016,First Owner,Manual,2011,1086,6805,6805,9904,1.85
1296,2020 Maruti S-Presso VXI Plus 2019-2022,Sep-20,Comprehensive,Petrol,5,26638,First Owner,Manual,2020,21.7,998,998,6571,4.19
1297,2016 Honda City i DTec SV,Jan-16,Comprehensive,Diesel,5,44000,First Owner,Manual,2016,26,1498,1498,986,5.5
1298,2020 Maruti Wagon R CNG LXI,Feb-20,Comprehensive,CNG,5,18930,First Owner,Manual,2020,998,5833,5833,78,4.79
1299,2019 Porsche Cayenne Base,Apr-19,Third Party insurance,Petrol,5,5700,First Owner,Automatic,2019,2995,340,340,450,1.05
1300,2019 Honda City i-DTEC ZX,Mar-19,Third Party insurance,Diesel,5,29200,First Owner,Manual,2019,25.6,1498,1498,979,8.75
1301,2019 Maruti Wagon R CNG LXI,Jun-19,Comprehensive,CNG,5,26580,First Owner,Manual,2019,998,5833,5833,78,4.49
1302,2018 Honda BR-V i-VTEC V MT,Feb-18,Comprehensive,Petrol,7,35000,First Owner,Manual,2018,15.4,1497,1497,1173,7.45
1303,2018 Audi Q3 30 TFSI Premium FWD,Jun-18,Comprehensive,Petrol,5,32000,First Owner,Automatic,2018,16.9,1395,1395,14751,21
1304,2019 Hyundai Creta 1.6 SX Automatic Diesel,Apr-19,Comprehensive,Diesel,5,68499,First Owner,Automatic,2019,17.6,1582,1582,1262,10.83
1305,2018 Ford Ecosport 1.5 Diesel Titanium BSIV,May-18,Comprehensive,Diesel,5,53750,First Owner,Manual,2018,23,1498,1498,9896,6.85
1306,2019 Maruti Alto 800 VXI BSVI,May-19,Comprehensive,Petrol,5,48341,First Owner,Manual,2019,22.05,796,796,4733,3.03
1307,2018 Lamborghini Urus V8,Sep-18,Third Party insurance,Petrol,5,25000,First Owner,Automatic,2018,3996,641,641,850,3.6
1308,2018 Maruti Wagon R VXI 1.2 BSIV,Feb-18,Comprehensive,Petrol,5,34260,First Owner,Manual,2018,21.5,1197,1197,8180,3.95
1309,2018 Ford Ecosport 1.5 Diesel Trend BSIV,Dec-18,Comprehensive,Diesel,5,48380,Second Owner,Manual,2018,23,1498,1498,9896,5.83
1310,2018 Hyundai Creta 1.6 CRDi SX Plus,Nov-18,Third Party insurance,Diesel,5,52000,First Owner,Manual,2018,19.67,1582,1582,1262,9.95
1311,2016 Maruti Omni E MPI STD,Mar-16,Comprehensive,Petrol,8,23022,Second Owner,Manual,2016,796,342,342,59,2.25
1312,2019 Maruti Alto K10 VXI Optional,Jun-19,Comprehensive,Petrol,5,26610,First Owner,Manual,2019,23.95,998,998,6705,3.65
1313,2018 Maruti Ertiga 1.5 VDI,Apr-18,Comprehensive,Diesel,7,66019,First Owner,Manual,2018,24.2,1498,1498,9387,7.75
1314,2014 Maruti Alto K10 2010-2014 VXI,Aug-14,Comprehensive,Petrol,5,42320,First Owner,Manual,2014,998,671,671,90,2.29
1315,2020 Maruti Wagon R CNG LXI,Feb-20,Comprehensive,CNG,5,25484,First Owner,Manual,2020,998,5833,5833,78,4.77
1316,2013 Maruti Zen Estilo LXI,Apr-15,Comprehensive,Petrol,5,25171,First Owner,Manual,2013,998,671,671,90,2.22
1317,2011 Hyundai i20 1.4 CRDi Asta,May-11,Comprehensive,Diesel,5,78006,Second Owner,Manual,2011,23,1396,1396,904000,2.55
1318,2018 Nissan Micra XL CVT,Jan-19,Comprehensive,Petrol,5,21607,First Owner,Automatic,2018,19.34,1198,1198,7594,4.7
1319,2019 Kia Seltos GTX Plus DCT,Nov-19,Comprehensive,Petrol,5,52162,First Owner,Automatic,2019,16.5,1353,1353,13808,11.92
1320,2016 BMW 7 Series 730Ld Design Pure Excellence,Nov-16,Comprehensive,Diesel,5,23435,First Owner,Automatic,2016,16.77,2993,2993,26149,45
1321,2021 Skoda Kushaq 1.0 TSI Style BSVI,Nov-21,Comprehensive,Petrol,5,20336,First Owner,Manual,2021,19.2,999,999,11398,12.81
1322,2018 Maruti SX4 S Cross Alpha DDiS 200 SH,Jun-18,Comprehensive,Diesel,5,68591,First Owner,Manual,2018,25.1,1248,1248,885,6.75
1323,2014 Maruti Swift VDI BSIV,Oct-14,Comprehensive,Diesel,5,65341,First Owner,Manual,2014,25.2,1248,1248,74,3.44
1324,2017 Datsun RediGO 1.0 T Option,Nov-17,Comprehensive,Petrol,5,23329,First Owner,Manual,2017,22.5,999,999,67,2.72
1325,2015 Honda City i DTEC VX,Nov-15,Comprehensive,Diesel,5,84000,First Owner,Manual,2015,25.1,1498,1498,986,5.25
1326,2018 Toyota Corolla Altis 1.4 DG,Feb-18,Comprehensive,Diesel,5,19000,First Owner,Manual,2018,21.43,1364,1364,8679,14.95
1327,2013 Maruti Ritz LDi,Oct-13,Comprehensive,Diesel,5,100500,Third Owner,Manual,2013,1248,7394,7394,190,2.45
1328,2019 Ford Ecosport 1.5 Diesel Titanium BSIV,Jan-19,Third Party insurance,Diesel,5,58500,First Owner,Manual,2019,23,1498,1498,9896,6.65
1329,2018 Volvo S60 Cross Country D4 AWD BSIV,May-18,Comprehensive,Diesel,5,66455,First Owner,Automatic,2018,19.6,2400,2400,190,19.35
1330,2023 Maruti Celerio ZXI Plus,Mar-23,Comprehensive,Petrol,5,1229,First Owner,Manual,2023,24.97,998,998,6571,5.9
1331,2022 Audi Q5 Premium plus BSVI,Sep-22,Third Party insurance,Petrol,5,12100,First Owner,Automatic,2022,245.59,370,370,19,50
1332,2021 Kia Sonet HTX Turbo DCT,Feb-21,Comprehensive,Petrol,5,26597,First Owner,Automatic,2021,18.2,998,998,11835,9.25
1333,2015 Maruti Swift VXI BSIV,Jun-15,Comprehensive,Petrol,5,73616,First Owner,Manual,2015,22,1197,1197,8180,3.75
1334,2011 Hyundai i20 Magna,Feb-12,Comprehensive,Petrol,5,53657,First Owner,Manual,2011,18.5,1197,1197,805200,2.63
1335,2014 Hyundai EON D Lite Plus,Oct-14,Comprehensive,Petrol,5,37016,First Owner,Manual,2014,814,552,552,745,2.05
1336,2017 Honda Jazz 1.2 SV i VTEC,May-17,Comprehensive,Petrol,5,62466,First Owner,Manual,2017,18.7,1199,1199,887,3.9
1337,2021 Hyundai Grand i10 Nios Sportz,Sep-21,Comprehensive,Petrol,5,20041,First Owner,Manual,2021,20.7,1197,1197,8186,6.19
1338,2017 Maruti Swift VXI,Jan-17,Comprehensive,Petrol,5,49000,First Owner,Manual,2017,21.21,1197,1197,8180,3.65
1339,2014 Maruti Swift Dzire VXI,Mar-14,Comprehensive,Petrol,5,44669,First Owner,Manual,2014,19.1,1197,1197,858,3.79
1340,2019 Hyundai Grand i10 Nios AMT Sportz,Dec-19,Comprehensive,Petrol,5,28500,First Owner,Automatic,2019,20.7,1197,1197,8186,5.45
1341,2014 Maruti Wagon R VXi BSII,Aug-14,Comprehensive,Petrol,5,19843,First Owner,Manual,2014,998,671,671,90,3.05
1342,2014 Maruti Swift Dzire VXI,Oct-14,Comprehensive,Petrol,5,44800,First Owner,Manual,2014,19.1,1197,1197,858,3.81
1343,2016 Maruti Swift VXI,Apr-16,Comprehensive,Petrol,5,44275,First Owner,Manual,2016,21.21,1197,1197,8180,3.75
1344,2020 Maruti Swift VXI,Oct-20,Comprehensive,Petrol,5,27012,First Owner,Manual,2020,21.21,1197,1197,8180,5.45
1345,2018 Maruti Wagon R VXI AMT 1.2,Nov-18,Comprehensive,Petrol,5,35629,First Owner,Automatic,2018,20.52,1197,1197,8180,4.25
1346,2017 Maruti Alto K10 VXI,Jun-17,Comprehensive,Petrol,5,37009,First Owner,Manual,2017,23.95,998,998,6705,2.75
1347,2011 Hyundai i10 Sportz AT,Aug-11,Comprehensive,Petrol,5,28000,First Owner,Automatic,2011,16.95,1197,1197,789,2.7
1348,2014 Hyundai i10 Sportz 1.1L,Jan-14,Comprehensive,Petrol,5,46022,First Owner,Manual,2014,19.81,1086,1086,6805,2.35
1349,2009 Hyundai i10 Era 1.1,2009,Third Party insurance,Petrol,5,100000,First Owner,Manual,2009,1086,6805,6805,9904,1.25
1350,2018 Maruti Ertiga BSIV VXI,Dec-18,Comprehensive,Petrol,7,22302,First Owner,Manual,2018,17.5,1373,1373,911,6.9
1351,2021 Audi Q8 55 TFSI Quattro BSVI,Oct-21,Third Party insurance,Petrol,5,17000,Second Owner,Automatic,2021,9.8,2995,2995,340,80
1352,2023 Tata Harrier XZA Plus Red Dark Diesel AT BSVI,May-23,Comprehensive,Diesel,5,7400,First Owner,Automatic,2023,14.6,1956,1956,16767,20.25
1353,2018 Datsun RediGO T Option,Apr-18,Comprehensive,Petrol,5,17024,Second Owner,Manual,2018,22.7,799,799,5364,2.72
1354,2014 Toyota Etios Liva VXD,Nov-14,Comprehensive,Diesel,5,71649,First Owner,Manual,2014,23.59,1364,1364,6704,3.32
1355,2022 Maruti Wagon R LXI,Nov-22,Comprehensive,Petrol,5,9016,First Owner,Manual,2022,998,6705,6705,90,5.05
1356,2015 Toyota Etios V,Oct-15,Comprehensive,Petrol,5,44999,First Owner,Manual,2015,16.78,1496,1496,8873,3.74
1357,2016 Renault Duster 85PS Diesel RxS,Aug-16,Comprehensive,Diesel,5,78106,First Owner,Manual,2016,19.87,1461,1461,838,5.1
1358,2015 Hyundai EON Era Plus,Feb-15,Comprehensive,Petrol,5,34016,First Owner,Manual,2015,814,552,552,745,2.15
1359,2014 Maruti Swift VDI BSIV,Sep-14,Comprehensive,Diesel,5,85692,First Owner,Manual,2014,25.2,1248,1248,74,3.47
1360,2021 Tata Nexon XM BSVI,Mar-21,Third Party insurance,Petrol,5,6500,First Owner,Manual,2021,17.33,1199,1199,11835,7.98
1361,2021 Hyundai Venue SX Turbo,Mar-21,Comprehensive,Petrol,5,35080,First Owner,Manual,2021,18.27,998,998,11835,8.99
1362,2016 Volkswagen Polo 1.2 MPI Comfortline,Jun-16,Comprehensive,Petrol,5,77727,First Owner,Manual,2016,16.2,1199,1199,74,3.77
1363,2014 Hyundai i20 Sportz 1.2,Oct-14,Comprehensive,Petrol,5,43000,First Owner,Manual,2014,18.5,1197,1197,8285,3.49
1364,2019 Hyundai Grand i10 Sportz Petrol BSIV,Mar-19,Comprehensive,Petrol,5,30000,First Owner,Manual,2019,18.9,1197,1197,8186,4.25
1365,2016 Mahindra NuvoSport N6,Nov-16,Comprehensive,Diesel,7,42364,First Owner,Manual,2016,17.45,1493,1493,100,4.5
1366,2015 Honda Brio VX AT,Sep-15,Comprehensive,Petrol,5,7000,Second Owner,Automatic,2015,16.5,1198,1198,868,4.95
